,drug_name,condition,rating,useful_count,nltkReviewScore
,,,9,4,0.8648
,,,1,29,0.6467
,,,9,28,0.4019
,,,10,7,0.25
,,,10,182,0.2418
,,,9,24,-0.4004
,,,10,19,0.6369
,,,7,24,0.875
,,,1,6,-0.8863
,,,8,34,0.3818
,,,9,82,0.4588
,,,10,3,-0.3612
,,,4,22,-0.9757
,,,3,9,0.4939
,,,1,4,0
,,,9,26,0.7339
,,,8,42,-0.8481
,,,9,17,0.1027
,,,8,42,0.765
,,,10,36,-0.8932
,,,2,35,-0.296
,,,1,10,0.2003
,,,8,13,0.6337
,,,10,43,0.8791
,,,10,12,-0.9577
,,,3,13,-0.0258
,,,5,38,-0.8281
,,,8,95,-0.9062
,,,6,22,0.8434
,,,1,7,-0.9287
,,,10,38,0.794
,,,9,31,0.5719
,,,10,84,-0.6369
,,,9,10,0.8852
,,,10,9,-0.7024
,,,10,8,0.5719
,,,1,3,-0.936
,,,7,17,0
,,,10,32,0.9499
,,,9,3,-0.6808
,,,10,12,0.9516
,,,9,7,0.784
,,,8,8,0
,,,10,19,0.4404
,,,7,21,0.8357
,,,1,40,-0.5719
,,,10,19,-0.7226
,,,7,15,-0.9433
,,,10,38,-0.1901
,,,1,2,-0.5719
,,,10,6,0.8415
,,,9,41,0.8646
,,,10,42,0.8555
,,,10,85,-0.3532
,,,9,13,-0.9694
,,,10,15,0.9388
,,,10,72,0.3818
,,,8,7,-0.1779
,,,10,31,-0.7657
,,,8,7,0.6281
,,,10,23,-0.5994
,,,10,32,0.5574
,,,9,3,0.5983
,,,9,68,0.75
,,,10,51,-0.8633
,,,8,1,0.0352
,,,2,9,0.2263
,,,8,21,0.9313
,,,10,11,0.9381
,,,5,1,-0.4226
,,,9,28,0
,,,8,24,-0.7906
,,,10,18,-0.9531
,,,10,23,0.9235
,,,10,12,0.4927
,,,10,66,0
,,,7,4,0.8768
,,,5,7,-0.3612
,,,10,29,0.958
,,,8,28,0.9349
,,,2,25,-0.886
,,,8,91,-0.7351
,,,7,22,0.915
,,,6,3,-0.8672
,,,10,124,0.3597
,,,1,28,0.4442
,,,10,19,0.7767
,,,9,4,0.3786
,,,10,20,0.5717
,,,9,11,0.1067
,,,7,15,-0.5719
,,,1,52,-0.1531
,,,9,3,-0.21
,,,9,24,0.0334
,,,9,56,0.0258
,,,10,18,-0.8057
,,,8,77,-0.296
,,,3,15,-0.0516
,,,10,27,0.4019
,,,8,53,0.1576
,,,8,0,0.6124
,,,10,4,0.7928
,,,8,6,-0.0258
,,,10,0,-0.8356
,,,2,45,0
,,,1,7,-0.6511
,,,8,30,0.5859
,,,10,3,0.7717
,,,1,13,-0.9287
,,,10,23,0.9314
,,,10,26,-0.4543
,,,1,8,-0.8402
,,,6,4,-0.7783
,,,10,14,0.25
,,,10,8,-0.3182
,,,10,42,0.9833
,,,2,9,-0.8718
,,,8,39,-0.1111
,,,8,21,0.4404
,,,10,4,0.09
,,,9,6,-0.5663
,,,10,3,0.3818
,,,10,2,0.9545
,,,8,51,0.8553
,,,1,5,-0.891
,,,10,30,-0.63
,,,1,27,-0.25
,,,4,12,0.8692
,,,10,2,0.745
,,,8,25,0.818
,,,7,1,-0.5499
,,,8,154,0.1779
,,,10,59,0.8715
,,,8,69,-0.0762
,,,9,2,-0.8585
,,,9,67,0.9294
,,,9,21,0.7841
,,,4,26,-0.9682
,,,6,26,0.4404
,,,9,75,0.4891
,,,10,46,0.3544
,,,10,23,0.8955
,,,5,2,-0.6369
,,,3,3,-0.4469
,,,8,30,0
,,,9,14,0.3626
,,,10,38,0.6249
,,,5,21,0.8339
,,,2,5,-0.9337
,,,1,1,0.5255
,,,9,110,-0.9479
,,,10,20,0.4404
,,,9,70,0.9432
,,,10,26,0.8658
,,,10,89,-0.9042
,,,8,3,0.4019
,,,1,3,0.7177
,,,4,4,-0.5423
,,,10,1,0.8555
,,,2,55,-0.7906
,,,2,2,-0.807
,,,3,4,0.3438
,,,9,48,0.3774
,,,1,35,-0.8225
,,,9,94,0.8392
,,,6,2,0.6249
,,,7,1,-0.6808
,,,5,27,-0.2057
,,,1,58,-0.4215
,,,10,41,0.5423
,,,9,19,-0.1119
,,,10,66,-0.9825
,,,9,73,-0.8496
,,,8,33,0.0516
,,,5,3,0.5719
,,,10,104,0.296
,,,9,33,0.4416
,,,9,17,0.8779
,,,10,65,0.9585
,,,10,25,-0.9232
,,,10,76,0.8712
,,,10,2,0.9682
,,,9,17,0.9511
,,,8,62,0.9198
,,,3,8,-0.7935
,,,8,6,0.8894
,,,10,156,-0.7459
,,,1,29,-0.6239
,,,7,7,0.7871
,,,5,15,-0.6486
,,,10,7,-0.7221
,,,10,6,0.9333
,,,10,6,-0.3818
,,,5,0,-0.8615
,,,10,36,-0.4019
,,,9,23,-0.5994
,,,10,10,-0.5106
,,,1,3,-0.7546
,,,3,36,-0.8834
,,,1,6,-0.9572
,,,10,12,0
,,,10,168,0.7533
,,,10,50,0.1513
,,,9,24,0.2505
,,,10,5,0
,,,6,6,-0.9415
,,,9,19,0.766
,,,9,8,0
,,,8,1,0.5983
,,,9,23,-0.2023
,,,8,31,-0.7472
,,,10,80,0.5698
,,,8,10,-0.8155
,,,2,3,-0.6833
,,,10,39,0.6449
,,,10,5,0.4939
,,,8,10,-0.5115
,,,2,0,-0.8384
,,,10,17,0.8176
,,,8,30,-0.8481
,,,1,7,-0.296
,,,6,15,-0.5423
,,,8,36,-0.2908
,,,6,18,0.5434
,,,6,0,-0.7177
,,,9,6,-0.296
,,,8,1,-0.1497
,,,5,19,0.3612
,,,8,26,0
,,,10,8,0.8796
,,,10,11,-0.7425
,,,5,77,-0.7777
,,,5,6,-0.1263
,,,1,29,0
,,,1,2,-0.8689
,,,9,16,-0.4176
,,,10,6,-0.1531
,,,9,59,-0.34
,,,7,16,0.6726
,,,1,8,-0.902
,,,1,0,-0.8996
,,,1,34,-0.4215
,,,10,43,0.0772
,,,1,2,0.1263
,,,10,95,0.6669
,,,9,12,-0.7345
,,,8,20,0.5574
,,,9,30,0.9654
,,,9,5,-0.9417
,,,7,29,-0.8645
,,,7,26,-0.4588
,,,10,53,0.8271
,,,1,10,-0.4914
,,,10,21,-0.2575
,,,10,30,0.1337
,,,4,24,-0.6249
,,,10,53,0.2006
,,,10,25,0.5859
,,,5,33,0.5256
,,,6,87,0.2732
,,,1,7,-0.9526
,,,10,17,0.8964
,,,9,49,0.8917
,,,7,6,-0.7269
,,,6,16,-0.854
,,,8,57,-0.0516
,,,8,4,0.7436
,,,7,7,-0.8442
,,,10,6,0.4588
,,,7,39,-0.9595
,,,10,15,-0.658
,,,10,1,-0.8429
,,,10,13,-0.4559
,,,1,3,-0.5563
,,,7,22,-0.3803
,,,10,2,0.5413
,,,1,2,-0.765
,,,10,97,0.3595
,,,1,3,-0.9382
,,,6,133,0.8126
,,,10,8,0.9331
,,,10,2,0.4561
,,,10,16,0.796
,,,10,8,0.8211
,,,10,14,0.5719
,,,6,3,-0.6696
,,,9,16,0.8251
,,,10,66,0
,,,1,150,-0.5028
,,,7,34,-0.6318
,,,10,15,0.8281
,,,8,0,-0.7971
,,,8,0,-0.6369
,,,10,13,-0.6948
,,,7,29,0.8605
,,,9,13,0.69
,,,1,44,-0.6922
,,,10,35,-0.9022
,,,10,40,-0.4199
,,,9,10,-0.59
,,,10,8,0.4404
,,,1,2,0
,,,9,38,-0.1352
,,,6,1,-0.5267
,,,10,1,-0.6369
,,,10,54,-0.0772
,,,9,27,0.3566
,,,3,15,-0.2332
,,,4,60,-0.9155
,,,9,5,0.8114
,,,1,2,0.4404
,,,5,51,0.5859
,,,10,0,-0.765
,,,1,2,-0.575
,,,5,13,0.614
,,,9,30,-0.0498
,,,10,20,0.4199
,,,1,24,-0.1951
,,,10,77,0.8718
,,,9,69,-0.7159
,,,6,32,0.8074
,,,10,7,0
,,,10,20,0.709
,,,1,24,0.3336
,,,9,19,-0.4767
,,,7,48,0.0589
,,,9,21,0.7906
,,,10,3,0.5256
,,,9,5,0.8718
,,,8,6,-0.296
,,,5,77,0.2023
,,,9,2,0.2023
,,,5,12,-0.8203
,,,9,6,-0.4374
,,,10,25,0.2732
,,,3,5,-0.5423
,,,1,8,-0.9591
,,,8,52,0.9175
,,,10,28,0.7777
,,,8,119,0.8519
,,,8,23,0
,,,5,1,-0.9022
,,,10,3,-0.1779
,,,10,42,0
,,,10,17,-0.1263
,,,10,37,-0.3612
,,,8,12,0.8979
,,,1,15,-0.9111
,,,10,20,0.9651
,,,9,16,-0.6908
,,,9,99,-0.9517
,,,7,1,0.7845
,,,10,54,0.7646
,,,1,26,-0.9767
,,,10,41,0.3094
,,,5,54,-0.7146
,,,10,26,0.6542
,,,10,9,0.6491
,,,10,5,0.296
,,,3,6,0.4588
,,,2,4,-0.6476
,,,10,171,-0.8221
,,,5,15,-0.5279
,,,8,9,-0.2263
,,,3,10,-0.474
,,,8,21,0.4404
,,,1,12,0.7845
,,,7,87,0.2023
,,,4,6,0.3563
,,,3,15,-0.6786
,,,9,7,0.9297
,,,2,7,-0.8623
,,,2,54,-0.6705
,,,8,36,0.7574
,,,10,1,0.2003
,,,7,11,-0.7845
,,,5,16,0.7003
,,,9,5,0.9642
,,,1,7,-0.8271
,,,10,13,0.1027
,,,9,137,-0.2732
,,,7,15,0.8126
,,,9,8,0.719
,,,5,3,0.6369
,,,3,47,-0.8689
,,,9,12,0.079
,,,10,34,-0.1779
,,,1,84,0
,,,9,35,-0.8516
,,,9,89,-0.9814
,,,1,27,0.6545
,,,8,33,0.128
,,,10,48,-0.6351
,,,4,49,-0.5423
,,,2,29,-0.2023
,,,2,6,-0.6124
,,,4,10,-0.8489
,,,10,0,0.8765
,,,9,17,0.5719
,,,5,1,-0.8481
,,,10,3,0.8122
,,,3,7,-0.2732
,,,10,74,0.128
,,,3,5,0.4738
,,,10,44,-0.9186
,,,4,46,0.1363
,,,3,7,-0.4753
,,,10,6,0.4071
,,,10,9,0.9371
,,,5,32,-0.9545
,,,6,20,0.9067
,,,2,13,0
,,,10,18,0.5229
,,,10,8,0.7906
,,,2,32,-0.7579
,,,7,16,0.6114
,,,10,26,0.6369
,,,5,7,-0.5859
,,,1,0,-0.4588
,,,8,3,0.7003
,,,2,4,-0.9644
,,,1,16,-0.8637
,,,10,67,0.8232
,,,4,0,-0.8045
,,,9,15,-0.6879
,,,8,75,0.2003
,,,3,67,-0.5719
,,,9,58,0.2732
,,,8,62,0.1779
,,,9,3,-0.7096
,,,9,106,-0.9136
,,,8,29,-0.5664
,,,4,19,-0.6369
,,,9,3,-0.6572
,,,10,10,-0.0258
,,,8,13,0.5505
,,,9,0,0.8271
,,,10,4,-0.3382
,,,10,3,0.8176
,,,10,63,0.8481
,,,10,54,0.8852
,,,8,9,-0.4215
,,,10,33,0.9428
,,,5,2,0.5859
,,,1,0,-0.9042
,,,10,60,0
,,,5,34,0.1139
,,,10,76,0.6166
,,,10,102,0.6369
,,,8,28,-0.1027
,,,10,7,-0.3559
,,,9,14,0.8807
,,,10,33,0.9439
,,,10,77,0.8718
,,,10,42,0.5647
,,,9,4,0.274
,,,4,4,-0.7003
,,,10,20,-0.8662
,,,4,3,0.7845
,,,9,11,0.3365
,,,8,24,0.6249
,,,10,56,0
,,,5,8,-0.8793
,,,6,4,-0.7506
,,,8,92,0.4767
,,,4,12,0.8902
,,,9,14,-0.9633
,,,1,1,-0.5764
,,,8,93,0.8947
,,,5,53,-0.5719
,,,10,46,0.7184
,,,10,17,0.7269
,,,6,15,-0.8271
,,,10,35,0.7184
,,,1,12,-0.9801
,,,6,107,-0.3182
,,,10,55,-0.3818
,,,6,0,-0.7184
,,,4,5,-0.9558
,,,10,37,0.9648
,,,1,22,0.3612
,,,1,6,-0.4754
,,,9,68,0.2138
,,,10,22,0.4374
,,,10,104,-0.4404
,,,7,7,0.296
,,,9,223,0.8341
,,,10,19,-0.6801
,,,10,80,0.9022
,,,2,5,-0.6443
,,,4,3,0.4393
,,,2,19,0.2942
,,,8,86,-0.9313
,,,10,7,0.9381
,,,7,29,-0.7859
,,,9,3,0.9013
,,,8,5,0.7184
,,,8,5,0.3776
,,,10,0,-0.7964
,,,1,8,-0.6777
,,,10,15,0.9087
,,,1,4,-0.9197
,,,9,37,0.8945
,,,1,0,-0.4767
,,,10,68,-0.5106
,,,7,3,0.0276
,,,10,22,0.906
,,,10,44,-0.8718
,,,9,48,-0.7579
,,,6,12,0.8268
,,,7,1,-0.6542
,,,8,23,0.9775
,,,10,39,-0.1705
,,,4,2,-0.8779
,,,9,21,0.7902
,,,10,37,-0.7947
,,,9,8,0.4404
,,,9,12,0.9402
,,,9,63,0.7316
,,,1,2,-0.9313
,,,5,4,-0.4201
,,,1,6,-0.9324
,,,9,115,0.9451
,,,2,14,-0.128
,,,10,329,0.2703
,,,9,45,-0.9226
,,,10,52,-0.7003
,,,8,36,0.6428
,,,1,20,-0.7717
,,,5,2,0.2075
,,,10,2,0.1779
,,,5,5,-0.7469
,,,10,13,0.5259
,,,10,0,0.2263
,,,10,48,-0.6369
,,,10,18,0.7964
,,,7,45,0.7143
,,,10,2,0.2247
,,,10,8,-0.9395
,,,1,23,-0.5423
,,,9,41,0.3818
,,,10,3,-0.7096
,,,1,14,0.0516
,,,1,18,0.6369
,,,9,4,0.8757
,,,10,53,0.4389
,,,10,8,-0.7089
,,,10,28,0.3612
,,,8,3,0
,,,10,35,0.8668
,,,8,22,-0.8255
,,,2,15,-0.34
,,,1,22,0.3818
,,,1,3,-0.8892
,,,1,5,0.6597
,,,9,13,-0.5574
,,,5,36,-0.5106
,,,10,39,0.8221
,,,10,24,0.3387
,,,10,22,-0.8398
,,,1,37,0.4404
,,,10,8,-0.8981
,,,9,40,-0.8903
,,,9,27,0.7574
,,,9,2,0.8575
,,,10,6,0.6249
,,,8,3,0.4767
,,,9,11,0
,,,1,32,-0.7506
,,,9,35,0.3879
,,,1,32,0.126
,,,1,10,0
,,,8,9,-0.8313
,,,8,86,-0.3818
,,,8,2,-0.3802
,,,5,11,0.9902
,,,10,43,-0.9118
,,,10,13,0.802
,,,1,10,-0.9081
,,,9,4,0.9666
,,,7,45,-0.7906
,,,1,24,0.1877
,,,10,8,0.7209
,,,9,99,-0.8481
,,,3,10,-0.6378
,,,4,13,-0.0572
,,,10,60,0.2225
,,,10,76,0.1779
,,,5,0,0.6486
,,,10,23,0.7772
,,,10,3,0.4717
,,,10,21,0.3286
,,,10,45,0.8779
,,,1,28,-0.5859
,,,1,10,-0.5204
,,,10,28,-0.1759
,,,10,64,0.7425
,,,8,6,0.68
,,,5,7,0.9259
,,,1,6,-0.1007
,,,3,2,0.228
,,,9,123,0.9632
,,,7,10,-0.7309
,,,5,23,0.2003
,,,2,36,0.0772
,,,8,61,0.6249
,,,1,3,0.4019
,,,7,8,-0.8324
,,,7,4,0.8625
,,,9,3,0.048
,,,1,1,-0.6249
,,,8,1,0.9042
,,,10,2,0.5672
,,,10,1,-0.8555
,,,8,1,0.4019
,,,5,3,-0.5305
,,,1,59,-0.9904
,,,10,34,-0.8451
,,,10,13,0.7957
,,,10,3,-0.2263
,,,10,3,0.9619
,,,8,3,0
,,,9,50,0.8908
,,,9,12,0.4767
,,,10,9,-0.7906
,,,1,8,-0.973
,,,7,21,-0.1245
,,,10,8,0.4767
,,,9,0,-0.1779
,,,10,6,0.1531
,,,2,1,0.6908
,,,8,17,-0.765
,,,1,50,-0.3612
,,,5,23,0.4376
,,,9,16,-0.1531
,,,9,4,0.9776
,,,2,32,0.4588
,,,6,19,-0.8481
,,,1,74,-0.872
,,,9,9,0.9065
,,,10,3,0
,,,6,13,-0.7783
,,,10,292,0.4112
,,,7,14,-0.872
,,,7,32,0.7096
,,,8,16,-0.694
,,,6,12,-0.0891
,,,4,23,0.5106
,,,10,32,0.8316
,,,8,7,0.5994
,,,10,74,0.5106
,,,8,17,-0.743
,,,8,8,0.8714
,,,10,8,0.8231
,,,1,31,-0.0258
,,,8,8,0.9368
,,,10,24,0.5859
,,,8,12,-0.3182
,,,8,28,-0.6989
,,,8,17,0.3774
,,,9,6,0.4404
,,,2,9,0.297
,,,10,24,0.7712
,,,10,65,-0.946
,,,1,0,-0.9257
,,,1,20,-0.9595
,,,9,4,0.0516
,,,5,0,0.1969
,,,9,27,0.8756
,,,8,12,0.3818
,,,9,28,0.6344
,,,9,10,0.5233
,,,10,44,0
,,,9,14,-0.4373
,,,1,38,-0.8316
,,,9,7,0.3565
,,,9,7,0.2732
,,,10,51,0.8357
,,,5,24,0
,,,9,19,-0.0772
,,,8,4,0
,,,8,3,0.948
,,,2,6,-0.6369
,,,8,102,0.4926
,,,10,28,-0.5826
,,,10,34,0.4756
,,,9,15,-0.905
,,,1,7,-0.8176
,,,9,94,0.9265
,,,1,13,0.6249
,,,10,60,0.9219
,,,6,79,-0.9036
,,,10,12,0.6369
,,,10,14,0.25
,,,10,22,0.9564
,,,10,12,-0.4559
,,,8,15,0.7906
,,,5,81,0.8555
,,,10,23,0.5719
,,,10,20,0
,,,6,11,-0.5584
,,,10,1,0.2732
,,,10,32,0.162
,,,9,11,0.9044
,,,10,20,0.2263
,,,9,140,-0.7379
,,,10,61,0.9098
,,,2,13,-0.4215
,,,10,15,-0.7351
,,,7,2,-0.5267
,,,10,49,0.8126
,,,9,45,-0.8779
,,,8,3,-0.5267
,,,6,10,-0.9735
,,,8,13,0.6049
,,,8,9,-0.891
,,,7,10,-0.4588
,,,10,40,0.9559
,,,5,9,-0.9589
,,,1,29,-0.3612
,,,10,1,-0.5774
,,,1,0,-0.4898
,,,8,6,-0.2732
,,,10,330,0.2023
,,,10,45,0.7269
,,,8,10,-0.5905
,,,9,28,-0.3862
,,,2,14,-0.2091
,,,8,3,0.7514
,,,8,51,0.0943
,,,1,41,-0.7579
,,,1,28,-0.7475
,,,1,13,-0.9581
,,,10,108,-0.9732
,,,7,46,-0.6808
,,,10,41,-0.807
,,,1,2,-0.816
,,,2,46,-0.9291
,,,10,35,0
,,,10,4,0.7569
,,,9,5,0.4588
,,,6,1,0.67
,,,10,7,-0.1207
,,,9,19,0.5707
,,,9,115,0.4926
,,,10,15,0.8065
,,,5,7,-0.7956
,,,10,100,-0.68
,,,10,35,0.5299
,,,10,1,0.4404
,,,3,9,0.4728
,,,9,21,0.5399
,,,9,6,0.6779
,,,10,13,-0.2258
,,,1,101,0.3818
,,,1,18,0
,,,9,4,0.6901
,,,6,56,-0.4767
,,,10,10,-0.5832
,,,10,18,-0.7141
,,,8,69,-0.4199
,,,8,1,0.6808
,,,10,77,-0.9581
,,,8,1,-0.827
,,,2,20,-0.8948
,,,8,6,-0.8516
,,,1,35,-0.34
,,,9,2,-0.6597
,,,10,24,0.9761
,,,10,4,0.8779
,,,10,12,0.8168
,,,2,13,0.7096
,,,10,9,0.9371
,,,10,20,0.5093
,,,3,12,0.7203
,,,3,1,0.4588
,,,9,96,-0.3976
,,,7,1,0.7845
,,,2,36,-0.946
,,,8,2,0.8313
,,,10,86,-0.8402
,,,9,28,-0.1531
,,,10,150,-0.2695
,,,2,1,-0.9579
,,,8,130,-0.9062
,,,9,4,-0.1759
,,,9,60,0.4559
,,,10,1,0.8245
,,,6,31,-0.25
,,,10,11,0.696
,,,9,4,-0.5093
,,,8,39,-0.3382
,,,10,14,0.6597
,,,7,15,-0.1027
,,,9,63,0.2344
,,,8,16,0.9868
,,,10,6,0.7902
,,,7,81,0.8937
,,,8,59,-0.1027
,,,1,0,-0.3734
,,,9,3,0.4404
,,,5,4,0.9087
,,,8,18,-0.1531
,,,9,42,0.8611
,,,8,22,0.4939
,,,1,0,-0.9765
,,,10,1,-0.7372
,,,10,10,0.6605
,,,8,3,0
,,,9,74,-0.8221
,,,9,7,-0.0258
,,,10,26,-0.1528
,,,3,8,0.2282
,,,10,54,-0.6114
,,,1,8,-0.6597
,,,10,12,0.4019
,,,9,81,-0.4215
,,,5,14,-0.6705
,,,7,17,-0.8436
,,,10,3,0.8172
,,,10,51,0.802
,,,10,2,0.7701
,,,10,2,0.9069
,,,10,52,0.8979
,,,7,4,0.6368
,,,10,24,0.8481
,,,1,6,-0.4466
,,,10,47,0.4703
,,,10,3,0.8834
,,,8,0,0.659
,,,10,21,-0.1585
,,,10,3,-0.6249
,,,2,43,-0.7717
,,,10,56,-0.7351
,,,10,31,0.8658
,,,8,1,0.5574
,,,10,52,-0.8225
,,,10,14,0.3786
,,,3,2,-0.8402
,,,1,9,-0.2003
,,,5,14,-0.34
,,,6,43,-0.6486
,,,2,23,0.1154
,,,1,0,-0.9413
,,,8,11,0.8235
,,,4,3,-0.4364
,,,10,0,0.8386
,,,10,50,0.6124
,,,9,20,0.69
,,,2,103,-0.25
,,,4,7,0.9746
,,,1,4,0.5242
,,,8,65,0.8296
,,,10,92,-0.9774
,,,9,21,0.25
,,,10,17,-0.4364
,,,9,101,0.0258
,,,3,14,-0.128
,,,10,17,-0.6467
,,,10,17,-0.4912
,,,7,8,0.6124
,,,10,77,0.7334
,,,10,95,-0.9633
,,,9,101,-0.9263
,,,10,50,-0.8346
,,,6,21,0.6369
,,,9,20,-0.8745
,,,1,15,-0.6209
,,,10,28,-0.8008
,,,9,85,-0.8839
,,,1,3,0
,,,4,36,-0.8442
,,,1,4,-0.9026
,,,8,77,0.7184
,,,9,24,-0.5242
,,,10,6,0.9356
,,,9,195,-0.9607
,,,8,41,0.5994
,,,2,61,-0.4404
,,,8,6,0.7319
,,,7,27,-0.5106
,,,10,6,0.8172
,,,9,88,0.4939
,,,7,24,-0.5994
,,,1,6,-0.0516
,,,5,50,-0.2263
,,,7,1,-0.7269
,,,10,16,0.2558
,,,2,9,-0.3199
,,,10,9,0.5255
,,,8,212,-0.5411
,,,2,2,-0.6704
,,,8,42,-0.9713
,,,8,10,0.1779
,,,6,8,0.507
,,,10,103,0.9179
,,,9,79,-0.7845
,,,9,5,0.7081
,,,9,16,0.9453
,,,5,27,-0.1759
,,,8,79,0.6369
,,,10,18,0.9573
,,,8,84,0.4791
,,,1,1,-0.0754
,,,7,34,0.34
,,,9,34,-0.3578
,,,8,0,-0.8544
,,,1,21,0.633
,,,9,20,0.7639
,,,9,31,0.9134
,,,10,13,0.8745
,,,7,4,-0.6808
,,,10,28,-0.5983
,,,10,3,0.7717
,,,5,15,-0.5279
,,,2,7,-0.836
,,,3,13,0.5106
,,,9,4,-0.9318
,,,9,7,0.431
,,,3,1,-0.6597
,,,7,58,0.8225
,,,4,7,-0.4351
,,,10,10,0.8555
,,,9,10,0.8353
,,,10,6,-0.1665
,,,7,15,0.7184
,,,9,113,-0.9138
,,,10,2,0
,,,1,36,0.0877
,,,8,19,0.6069
,,,1,3,-0.8425
,,,9,1,-0.4767
,,,8,12,0.8165
,,,4,3,0.906
,,,1,0,0.4215
,,,10,124,-0.775
,,,10,13,0.2732
,,,9,50,-0.128
,,,7,44,-0.5975
,,,10,152,-0.7655
,,,3,37,0.4574
,,,5,11,-0.2872
,,,1,18,-0.886
,,,1,4,-0.6486
,,,3,27,-0.5106
,,,7,29,-0.4767
,,,9,32,0.7845
,,,10,12,0.3818
,,,9,95,0.9501
,,,1,4,0.891
,,,7,14,0.5709
,,,3,11,-0.9195
,,,1,1,-0.9142
,,,8,1,-0.1646
,,,10,3,0.8768
,,,10,11,0.8402
,,,8,0,0.296
,,,1,5,-0.9584
,,,7,6,-0.7339
,,,9,14,-0.521
,,,4,3,-0.6705
,,,4,15,0.7402
,,,8,23,0.7845
,,,7,10,0.8126
,,,2,6,0
,,,1,13,0.6249
,,,9,31,0.8346
,,,8,20,0.5984
,,,4,4,-0.8057
,,,10,53,0.872
,,,10,83,-0.9729
,,,9,29,0.6597
,,,10,9,-0.875
,,,10,4,0.9095
,,,8,31,-0.9517
,,,9,43,-0.7096
,,,9,17,0.128
,,,9,6,0.9106
,,,5,44,-0.4588
,,,10,6,0.1759
,,,8,1,0.8025
,,,10,22,0.93
,,,1,23,-0.7003
,,,1,48,-0.8271
,,,10,22,-0.8807
,,,2,2,-0.9496
,,,2,12,0.9387
,,,9,13,-0.9781
,,,1,6,-0.4019
,,,10,16,0.972
,,,10,41,0.8976
,,,9,11,0.5615
,,,10,35,-0.8261
,,,6,52,0.8176
,,,8,13,0.8957
,,,2,2,-0.5719
,,,2,9,-0.9356
,,,10,36,0.4588
,,,8,16,-0.9589
,,,8,4,0.5411
,,,10,1,0
,,,10,7,-0.4987
,,,7,11,-0.9382
,,,9,0,0
,,,4,15,0.25
,,,10,102,0.7845
,,,3,9,-0.9793
,,,10,6,0.4939
,,,8,0,-0.5423
,,,9,7,0.9652
,,,10,74,-0.8316
,,,10,5,0.4898
,,,10,104,0.69
,,,9,17,-0.0783
,,,6,36,-0.2263
,,,1,43,0.7034
,,,6,11,0.5622
,,,9,21,-0.8357
,,,10,7,0.9764
,,,7,36,-0.886
,,,9,5,-0.4472
,,,10,36,0.4939
,,,10,9,0.4215
,,,8,9,0.202
,,,9,7,-0.4404
,,,4,8,-0.7351
,,,1,9,-0.9268
,,,9,55,0
,,,10,7,-0.2698
,,,8,11,-0.75
,,,9,0,-0.2315
,,,1,2,-0.9803
,,,6,134,-0.5719
,,,8,20,0.936
,,,9,53,-0.9149
,,,9,21,0.6983
,,,10,30,0.9123
,,,3,0,-0.8271
,,,10,4,0.7171
,,,9,35,-0.3514
,,,9,0,0.8628
,,,3,21,-0.9898
,,,9,4,0.9371
,,,10,16,-0.2924
,,,10,1,0.3818
,,,5,14,-0.7783
,,,9,33,-0.7003
,,,10,27,0.6996
,,,2,5,0.1511
,,,1,12,-0.7482
,,,10,6,0.2744
,,,1,2,-0.9325
,,,1,4,-0.9113
,,,3,16,0.349
,,,10,183,0.0258
,,,9,55,0.6093
,,,5,19,-0.8402
,,,10,28,-0.9001
,,,1,4,-0.9341
,,,3,17,0.0553
,,,10,7,0.4404
,,,10,23,0.7783
,,,3,23,0.1531
,,,1,3,-0.6597
,,,10,23,0.7351
,,,2,42,0.8646
,,,4,13,-0.7506
,,,10,38,-0.9412
,,,8,75,-0.0516
,,,10,4,-0.0258
,,,4,15,0.7269
,,,10,3,-0.1157
,,,9,69,0.9699
,,,2,30,-0.802
,,,10,32,0.5292
,,,10,66,0.7378
,,,10,21,0.7579
,,,2,194,0.836
,,,5,23,-0.8977
,,,5,0,0.1585
,,,3,3,-0.7964
,,,10,52,0.5984
,,,1,56,-0.8225
,,,10,21,0.3692
,,,10,14,0.6124
,,,1,18,-0.6652
,,,9,3,0.4556
,,,7,21,-0.1531
,,,10,10,-0.3382
,,,9,15,0.6369
,,,10,6,0.9414
,,,9,75,0.6239
,,,7,14,-0.7263
,,,1,5,-0.4939
,,,1,4,-0.0772
,,,10,71,0.3455
,,,10,8,0.3612
,,,10,19,0.788
,,,10,89,0.7184
,,,4,20,-0.9724
,,,10,19,0.9795
,,,8,0,-0.6369
,,,7,7,-0.6249
,,,9,34,-0.7426
,,,2,9,-0.6055
,,,9,17,0.7783
,,,4,6,-0.4749
,,,5,17,0
,,,9,63,0.3117
,,,5,6,-0.4753
,,,8,4,-0.6423
,,,1,4,-0.4966
,,,8,69,0.7938
,,,2,32,-0.5499
,,,1,7,-0.9134
,,,8,59,0.25
,,,10,35,0.7358
,,,5,5,-0.5848
,,,10,12,0.6486
,,,7,51,0
,,,8,41,-0.4252
,,,9,63,0.1531
,,,5,8,0.9001
,,,10,42,0
,,,10,1,-0.875
,,,10,18,0.5106
,,,8,3,0.4404
,,,8,45,0
,,,10,15,-0.529
,,,10,11,-0.4135
,,,9,20,-0.9206
,,,7,40,-0.0516
,,,8,33,0.296
,,,10,4,-0.8269
,,,9,1,0.128
,,,1,10,-0.7845
,,,9,72,0.7351
,,,10,12,0.8828
,,,10,136,0.5525
,,,10,32,-0.5548
